dms_orig,origin,dms_dest,destination,distance_mi,travel_time_hr
11,Birmingham+AL,11,Birmingham+AL,46.7,0.7
11,Birmingham+AL,12,Mobile+AL,258.7,3.6
11,Birmingham+AL,19,Montgomery+AL,93.4,1.4
11,Birmingham+AL,20,Anchorage+AK,4236.4,69.1
11,Birmingham+AL,41,Phoenix+AZ,1702.1,24.2
11,Birmingham+AL,42,Tucson+AZ,1588.2,22.7
11,Birmingham+AL,49,Flagstaff+AZ,1565.6,22.6
11,Birmingham+AL,50,Little+Rock+AR,374,5.5
11,Birmingham+AL,61,Compton+CA,2038.9,29.6
11,Birmingham+AL,62,Sacramento+CA,2322.9,33.8
11,Birmingham+AL,63,San+Diego+CA,1997.1,28.5
11,Birmingham+AL,64,Milbrae+CA,2320.6,33.8
11,Birmingham+AL,65,Fresno+CA,2155.3,31.2
11,Birmingham+AL,69,Bakersfield+CA,2044.9,30
11,Birmingham+AL,81,Denver+CO,1286.2,19.1
11,Birmingham+AL,89,Colorado+Springs+CO,1268.2,19.1
11,Birmingham+AL,91,Hartford+CT,1076.5,16.1
11,Birmingham+AL,92,Stamford+CT,1008.5,14.9
11,Birmingham+AL,99,New+Haven+CT,1049.3,15.6
11,Birmingham+AL,101,Wilmington+DE,850.7,12.5
11,Birmingham+AL,109,Dover+DE,841.3,12.6
11,Birmingham+AL,111,Washington+DC,742,11
11,Birmingham+AL,121,Jacksonville+FL,491,6.9
11,Birmingham+AL,122,North+Miami+FL,799.9,11.2
11,Birmingham+AL,123,Deltona+FL,603,8.5
11,Birmingham+AL,124,Tampa+FL,601.2,8.5
11,Birmingham+AL,129,Tallahassee+FL,302.7,5
11,Birmingham+AL,131,Atlanta+GA,146.8,2.2
11,Birmingham+AL,132,Savannah+GA,393.7,5.6
11,Birmingham+AL,139,Columbus+GA,142.2,2.8
11,Birmingham+AL,160,Boise+ID,2119.7,30.5
11,Birmingham+AL,171,Chicago+IL,661.6,9.7
11,Birmingham+AL,172,St.+Louis+MO,500.4,7.1
11,Birmingham+AL,179,Bloomington+IL,613.9,8.7
11,Birmingham+AL,181,Gary+IN,631,9.2
11,Birmingham+AL,182,Indianapolis+IN,480,7
11,Birmingham+AL,183,Fort+Wayne+IN,599.3,8.8
11,Birmingham+AL,189,Terre+Haute+IN,452,6.9
11,Birmingham+AL,190,Des+Moines+IA,847.3,12.5
11,Birmingham+AL,201,Kansas+City+KS,749.7,10.8
11,Birmingham+AL,202,Wichita+KS,814,12
11,Birmingham+AL,209,Salina+KS,901.9,13.1
11,Birmingham+AL,211,Covington+KY,462.2,6.7
11,Birmingham+AL,212,Louisville+KY,366.8,5.3
11,Birmingham+AL,219,Lexington+KY,405.7,5.9
11,Birmingham+AL,221,Baton+Rouge+LA,399,5.9
11,Birmingham+AL,222,Lake+Charles+LA,525.5,7.6
11,Birmingham+AL,223,New+Orleans+LA,345.4,5
11,Birmingham+AL,229,Shreveport+LA,452.7,6.6
11,Birmingham+AL,230,Portland+ME,1273.4,19
11,Birmingham+AL,241,Baltimore+MD,779.7,11.7
11,Birmingham+AL,242,Hyattsville+MD,755,11.2
11,Birmingham+AL,249,La+Plata+MD,730,11.3
11,Birmingham+AL,251,Boston+MA,1175,17.6
11,Birmingham+AL,259,Worcester+MA,1136,17
11,Birmingham+AL,261,Detroit+MI,725.4,10.6
11,Birmingham+AL,262,Grand+Rapids+MI,739.3,10.9
11,Birmingham+AL,269,Lansing+MI,728.8,10.5
11,Birmingham+AL,271,Minneapolis+MN,1075,15.2
11,Birmingham+AL,279,Saint+Paul+MN,1072.4,15.3
11,Birmingham+AL,280,Jackson+MS,237.9,3.5
11,Birmingham+AL,291,Kansas+City+MO,746.2,10.7
11,Birmingham+AL,299,Springfield+MO,522.1,8.3
11,Birmingham+AL,300,Billings+MT,1763.4,25.5
11,Birmingham+AL,311,Omaha+NE,934.7,13.5
11,Birmingham+AL,319,Lincoln+NE,940.2,13.8
11,Birmingham+AL,321,Las+Vegas+NV,1814.9,26.2
11,Birmingham+AL,329,Reno+NV,2262.3,33.1
11,Birmingham+AL,331,Manchester+NH,1210.1,18.1
11,Birmingham+AL,339,Concord+NH,1224.7,18.3
11,Birmingham+AL,341,Newark+NJ,951,14.1
11,Birmingham+AL,342,Trenton+NJ,911,13.5
11,Birmingham+AL,350,Albuquerque+NM,1242.1,18.3
11,Birmingham+AL,361,Albany+NY,1084.8,16.2
11,Birmingham+AL,362,Buffalo+NY,895.7,13.1
11,Birmingham+AL,363,Brooklyn+NY,971.1,14.6
11,Birmingham+AL,364,Rochester+NY,964.7,14
11,Birmingham+AL,369,Syracuse+NY,1041.1,15.2
11,Birmingham+AL,371,Charlotte+NC,391.1,5.8
11,Birmingham+AL,372,Kernersville+NC,472.3,7
11,Birmingham+AL,373,Cary+NC,546,8
11,Birmingham+AL,379,Asheville+NC,354.5,5.6
11,Birmingham+AL,380,Fargo+ND,1292.2,18.8
11,Birmingham+AL,391,Cincinnati+OH,463.8,6.7
11,Birmingham+AL,392,Cleveland+OH,713,10.4
11,Birmingham+AL,393,Columbus+OH,570.1,8.3
11,Birmingham+AL,394,Dayton+OH,516.9,7.5
11,Birmingham+AL,399,Toledo+OH,666.4,9.6
11,Birmingham+AL,401,Oklahoma+City+OK,703,10.2
11,Birmingham+AL,402,Tulsa+OK,638.8,9.4
11,Birmingham+AL,409,Lawton+OK,783.4,11.4
11,Birmingham+AL,411,Tigard+OR,2548.8,37
11,Birmingham+AL,419,Eugene+OR,2556.8,38
11,Birmingham+AL,421,Philadelphia+PA,881.2,13
11,Birmingham+AL,422,Pittsburgh+PA,751.7,11
11,Birmingham+AL,423,Levittown+PA,902.7,13.4
11,Birmingham+AL,429,Harrisburg+PA,796.2,11.7
11,Birmingham+AL,441,Providence+RI,1149.7,17
11,Birmingham+AL,451,Charleston+SC,451.1,6.8
11,Birmingham+AL,452,Greenville+SC,291.7,4.3
11,Birmingham+AL,459,Columbia+SC,359.9,5.2
11,Birmingham+AL,460,Sioux+Falls+SD,1108.6,15.9
11,Birmingham+AL,471,Memphis+TN,239.1,3.6
11,Birmingham+AL,472,Nashville+TN,192.5,2.8
11,Birmingham+AL,473,Knoxville+TN,256.3,3.7
11,Birmingham+AL,479,Chattanooga+TN,146.9,2.1
11,Birmingham+AL,481,Austin+TX,823.3,12.1
11,Birmingham+AL,482,Beaumont+TX,584.5,8.4
11,Birmingham+AL,483,Corpus+Christi+TX,874.4,12.7
11,Birmingham+AL,484,Arlington+TX,658.3,9.8
11,Birmingham+AL,485,El+Paso+TX,1272.8,18.1
11,Birmingham+AL,486,Houston+TX,667.5,9.6
11,Birmingham+AL,487,Laredo+TX,978.2,14.4
11,Birmingham+AL,488,Selma+TX,852.8,12.4
11,Birmingham+AL,489,Amarillo+TX,960.8,14.2
11,Birmingham+AL,491,Lehi+UT,1779.7,26.5
11,Birmingham+AL,499,Ogden+UT,1813,26.3
11,Birmingham+AL,500,Burlington+VT,1233,18.8
11,Birmingham+AL,511,Richmond+VA,676.7,9.9
11,Birmingham+AL,512,Norfolk+VA,740.8,10.7
11,Birmingham+AL,513,Crystal+City+VA,742.5,10.9
11,Birmingham+AL,519,Charlottesville+VA,622.4,9.1
11,Birmingham+AL,531,Tukwila+WA,2585.1,37.5
11,Birmingham+AL,532,Vancouver+WA,2544.3,36.9
11,Birmingham+AL,539,Spokane+WA,2304.2,33.4
11,Birmingham+AL,540,Charleston+WV,565,8.3
11,Birmingham+AL,551,Greenfield+WI,756.7,11
11,Birmingham+AL,559,Madison+WI,814.9,11.8
11,Birmingham+AL,560,Wheatland+WY,1437.8,21
12,Mobile+AL,11,Birmingham+AL,258.7,3.6
12,Mobile+AL,12,Mobile+AL,72.7,1.1
12,Mobile+AL,19,Montgomery+AL,168.4,2.4
12,Mobile+AL,20,Anchorage+AK,4350.6,71.8
12,Mobile+AL,41,Phoenix+AZ,1640.1,23.6
12,Mobile+AL,42,Tucson+AZ,1526.2,22
12,Mobile+AL,49,Flagstaff+AZ,1558.6,22.9
12,Mobile+AL,50,Little+Rock+AR,448.3,7.4
12,Mobile+AL,61,Compton+CA,2018.5,28.3
12,Mobile+AL,62,Sacramento+CA,2312.4,34.5
12,Mobile+AL,63,San+Diego+CA,1934.3,28.1
12,Mobile+AL,64,Milbrae+CA,2313.5,34.4
12,Mobile+AL,65,Fresno+CA,2148.5,31.8
12,Mobile+AL,69,Bakersfield+CA,2125,30.8
12,Mobile+AL,81,Denver+CO,1411.7,20.7
12,Mobile+AL,89,Colorado+Springs+CO,1315.1,19.9
12,Mobile+AL,91,Hartford+CT,1335.5,19.2
12,Mobile+AL,92,Stamford+CT,1229.4,18.3
12,Mobile+AL,99,New+Haven+CT,1270.1,19
12,Mobile+AL,101,Wilmington+DE,1074.1,15.9
12,Mobile+AL,109,Dover+DE,1106.3,16.1
12,Mobile+AL,111,Washington+DC,966.2,14.1
12,Mobile+AL,121,Jacksonville+FL,404.3,5.6
12,Mobile+AL,122,North+Miami+FL,712.9,10.1
12,Mobile+AL,123,Deltona+FL,515.6,7.1
12,Mobile+AL,124,Tampa+FL,514.3,7.2
12,Mobile+AL,129,Tallahassee+FL,242.9,3.6
12,Mobile+AL,131,Atlanta+GA,328.1,4.7
12,Mobile+AL,132,Savannah+GA,500.5,7.6
12,Mobile+AL,139,Columbus+GA,249.9,3.7
12,Mobile+AL,160,Boise+ID,2216.3,32.4
12,Mobile+AL,171,Chicago+IL,917.4,13.5
12,Mobile+AL,172,St.+Louis+MO,644.6,10.1
12,Mobile+AL,179,Bloomington+IL,868.2,12.2
12,Mobile+AL,181,Gary+IN,886.9,12.7
12,Mobile+AL,182,Indianapolis+IN,734.3,10.1
12,Mobile+AL,183,Fort+Wayne+IN,855.5,12.6
12,Mobile+AL,189,Terre+Haute+IN,706.1,10.6
12,Mobile+AL,190,Des+Moines+IA,977.2,14.9
12,Mobile+AL,201,Kansas+City+KS,827.3,13.1
12,Mobile+AL,202,Wichita+KS,894.8,13.8
12,Mobile+AL,209,Salina+KS,982.3,15
12,Mobile+AL,211,Covington+KY,717.8,10.1
12,Mobile+AL,212,Louisville+KY,621,9
12,Mobile+AL,219,Lexington+KY,660,9.3
12,Mobile+AL,221,Baton+Rouge+LA,199.2,3
12,Mobile+AL,222,Lake+Charles+LA,325.5,4.6
12,Mobile+AL,223,New+Orleans+LA,145.4,2.3
12,Mobile+AL,229,Shreveport+LA,402.7,6.3
12,Mobile+AL,230,Portland+ME,1501.7,22.5
12,Mobile+AL,241,Baltimore+MD,1032,15.3
12,Mobile+AL,242,Hyattsville+MD,976.7,13.9
12,Mobile+AL,249,La+Plata+MD,946.2,13.5
12,Mobile+AL,251,Boston+MA,1413.9,20.9
12,Mobile+AL,259,Worcester+MA,1364.3,20.4
12,Mobile+AL,261,Detroit+MI,1000.4,14.7
12,Mobile+AL,262,Grand+Rapids+MI,992.6,14.2
12,Mobile+AL,269,Lansing+MI,984.2,13.5
12,Mobile+AL,271,Minneapolis+MN,1189,18.1
12,Mobile+AL,279,Saint+Paul+MN,1160.8,18.2
12,Mobile+AL,280,Jackson+MS,191.4,3.1
12,Mobile+AL,291,Kansas+City+MO,824,13
12,Mobile+AL,299,Springfield+MO,650.1,10.8
12,Mobile+AL,300,Billings+MT,1848.4,27.9
12,Mobile+AL,311,Omaha+NE,1019.8,16
12,Mobile+AL,319,Lincoln+NE,1025,16.3
12,Mobile+AL,321,Las+Vegas+NV,1807.4,26.5
12,Mobile+AL,329,Reno+NV,2251.8,34
12,Mobile+AL,331,Manchester+NH,1467.9,22.2
12,Mobile+AL,339,Concord+NH,1463.5,21.9
12,Mobile+AL,341,Newark+NJ,1182.1,17.5
12,Mobile+AL,342,Trenton+NJ,1134.4,16.8
12,Mobile+AL,350,Albuquerque+NM,1236,18.6
12,Mobile+AL,361,Albany+NY,1336.9,19.7
12,Mobile+AL,362,Buffalo+NY,1153,16.7
12,Mobile+AL,363,Brooklyn+NY,1206.2,17.9
12,Mobile+AL,364,Rochester+NY,1218.8,17.9
12,Mobile+AL,369,Syracuse+NY,1295.2,19
12,Mobile+AL,371,Charlotte+NC,571.7,8.5
12,Mobile+AL,372,Kernersville+NC,654.1,9
12,Mobile+AL,373,Cary+NC,728.7,10.5
12,Mobile+AL,379,Asheville+NC,535.4,8.1
12,Mobile+AL,380,Fargo+ND,1423,21.7
12,Mobile+AL,391,Cincinnati+OH,719.6,10.5
12,Mobile+AL,392,Cleveland+OH,969.4,14.3
12,Mobile+AL,393,Columbus+OH,827.5,11.7
12,Mobile+AL,394,Dayton+OH,771.7,11
12,Mobile+AL,399,Toledo+OH,920.5,13.5
12,Mobile+AL,401,Oklahoma+City+OK,776.4,12.1
12,Mobile+AL,402,Tulsa+OK,719.2,11.3
12,Mobile+AL,409,Lawton+OK,781.9,11.5
12,Mobile+AL,411,Tigard+OR,2651.8,39.1
12,Mobile+AL,419,Eugene+OR,2657.4,40.2
12,Mobile+AL,421,Philadelphia+PA,1104.6,16.3
12,Mobile+AL,422,Pittsburgh+PA,999.9,14.7
12,Mobile+AL,423,Levittown+PA,1155.1,17.3
12,Mobile+AL,429,Harrisburg+PA,1048.7,14.7
12,Mobile+AL,441,Providence+RI,1370.5,20.5
12,Mobile+AL,451,Charleston+SC,639.4,9.1
12,Mobile+AL,452,Greenville+SC,473,6.5
12,Mobile+AL,459,Columbia+SC,537.3,8.1
12,Mobile+AL,460,Sioux+Falls+SD,1193.7,18.5
12,Mobile+AL,471,Memphis+TN,382,6
12,Mobile+AL,472,Nashville+TN,446.6,6.3
12,Mobile+AL,473,Knoxville+TN,509,6.9
12,Mobile+AL,479,Chattanooga+TN,399.7,5.6
12,Mobile+AL,481,Austin+TX,631.3,9.4
12,Mobile+AL,482,Beaumont+TX,384.7,5.6
12,Mobile+AL,483,Corpus+Christi+TX,676.1,10.1
12,Mobile+AL,484,Arlington+TX,611.8,9.4
12,Mobile+AL,485,El+Paso+TX,1212.5,17.3
12,Mobile+AL,486,Houston+TX,467.8,6.5
12,Mobile+AL,487,Laredo+TX,778.6,11.1
12,Mobile+AL,488,Selma+TX,653.2,9.6
12,Mobile+AL,489,Amarillo+TX,954.7,14.6
12,Mobile+AL,491,Lehi+UT,1804.2,27.2
12,Mobile+AL,499,Ogden+UT,1915.9,28.4
12,Mobile+AL,500,Burlington+VT,1484.9,22.2
12,Mobile+AL,511,Richmond+VA,858.1,12.4
12,Mobile+AL,512,Norfolk+VA,916.9,13.1
12,Mobile+AL,513,Crystal+City+VA,1009.3,14.4
12,Mobile+AL,519,Charlottesville+VA,874.5,12.6
12,Mobile+AL,531,Tukwila+WA,2670.3,40.3
12,Mobile+AL,532,Vancouver+WA,2647.3,39
12,Mobile+AL,539,Spokane+WA,2389.3,36.1
12,Mobile+AL,540,Charleston+WV,816.6,11.9
12,Mobile+AL,551,Greenfield+WI,1010.8,14
12,Mobile+AL,559,Madison+WI,1002.5,15.2
12,Mobile+AL,560,Wheatland+WY,1570.3,23.2
19,Montgomery+AL,11,Birmingham+AL,93.4,1.4
19,Montgomery+AL,12,Mobile+AL,168.4,2.4
19,Montgomery+AL,19,Montgomery+AL,41.1,0.7
19,Montgomery+AL,20,Anchorage+AK,4325.6,70.6
19,Montgomery+AL,41,Phoenix+AZ,1711.9,24.8
19,Montgomery+AL,42,Tucson+AZ,1597.8,23.3
19,Montgomery+AL,49,Flagstaff+AZ,1653.9,23.6
19,Montgomery+AL,50,Little+Rock+AR,463.1,6.9
19,Montgomery+AL,61,Compton+CA,2086.5,29.6
19,Montgomery+AL,62,Sacramento+CA,2372,35.4
19,Montgomery+AL,63,San+Diego+CA,2006,29.2
19,Montgomery+AL,64,Milbrae+CA,2408.8,35.1
19,Montgomery+AL,65,Fresno+CA,2243.8,32.4
19,Montgomery+AL,69,Bakersfield+CA,2134.1,31.3
19,Montgomery+AL,81,Denver+CO,1420.3,20
19,Montgomery+AL,89,Colorado+Springs+CO,1355.6,20.3
19,Montgomery+AL,91,Hartford+CT,1162.5,16.9
19,Montgomery+AL,92,Stamford+CT,1087.5,16.2
19,Montgomery+AL,99,New+Haven+CT,1128.2,16.9
19,Montgomery+AL,101,Wilmington+DE,906.1,14.1
19,Montgomery+AL,109,Dover+DE,895.6,14.2
19,Montgomery+AL,111,Washington+DC,798.2,12.3
19,Montgomery+AL,121,Jacksonville+FL,366.8,5.8
19,Montgomery+AL,122,North+Miami+FL,679.7,10.1
19,Montgomery+AL,123,Deltona+FL,471.2,7.4
19,Montgomery+AL,124,Tampa+FL,481,7.3
19,Montgomery+AL,129,Tallahassee+FL,209.6,3.7
19,Montgomery+AL,131,Atlanta+GA,160.5,2.3
19,Montgomery+AL,132,Savannah+GA,332.5,5.3
19,Montgomery+AL,139,Columbus+GA,82.3,1.4
19,Montgomery+AL,160,Boise+ID,2203.1,31.7
19,Montgomery+AL,171,Chicago+IL,752.2,11.3
19,Montgomery+AL,172,St.+Louis+MO,589,8.6
19,Montgomery+AL,179,Bloomington+IL,702.9,10
19,Montgomery+AL,181,Gary+IN,721.6,10.4
19,Montgomery+AL,182,Indianapolis+IN,569,8
19,Montgomery+AL,183,Fort+Wayne+IN,690.3,10.2
19,Montgomery+AL,189,Terre+Haute+IN,540.6,8.4
19,Montgomery+AL,190,Des+Moines+IA,923.1,13.7
19,Montgomery+AL,201,Kansas+City+KS,838.4,11.7
19,Montgomery+AL,202,Wichita+KS,902.9,13.3
19,Montgomery+AL,209,Salina+KS,990.4,14.5
19,Montgomery+AL,211,Covington+KY,552.6,7.9
19,Montgomery+AL,212,Louisville+KY,455.8,6.8
19,Montgomery+AL,219,Lexington+KY,494.7,7.1
19,Montgomery+AL,221,Baton+Rouge+LA,364.7,5.3
19,Montgomery+AL,222,Lake+Charles+LA,491,6.8
19,Montgomery+AL,223,New+Orleans+LA,310.7,4.5
19,Montgomery+AL,229,Shreveport+LA,462.4,7
19,Montgomery+AL,230,Portland+ME,1359.6,20.5
19,Montgomery+AL,241,Baltimore+MD,844.8,12.5
19,Montgomery+AL,242,Hyattsville+MD,809.1,11.7
19,Montgomery+AL,249,La+Plata+MD,778.6,11.3
19,Montgomery+AL,251,Boston+MA,1246.3,18.6
19,Montgomery+AL,259,Worcester+MA,1222.3,18.3
19,Montgomery+AL,261,Detroit+MI,835.2,12.5
19,Montgomery+AL,262,Grand+Rapids+MI,827.3,12
19,Montgomery+AL,269,Lansing+MI,819,11.4
19,Montgomery+AL,271,Minneapolis+MN,1163,16.6
19,Montgomery+AL,279,Saint+Paul+MN,1156.4,16.7
19,Montgomery+AL,280,Jackson+MS,246.8,3.9
19,Montgomery+AL,291,Kansas+City+MO,835.1,11.6
19,Montgomery+AL,299,Springfield+MO,611.5,9.8
19,Montgomery+AL,300,Billings+MT,1852.6,26.7
19,Montgomery+AL,311,Omaha+NE,1023.2,14.9
19,Montgomery+AL,319,Lincoln+NE,1029.3,15.1
19,Montgomery+AL,321,Las+Vegas+NV,1862.8,27.2
19,Montgomery+AL,329,Reno+NV,2311.4,34.8
19,Montgomery+AL,331,Manchester+NH,1280.7,19.8
19,Montgomery+AL,339,Concord+NH,1295.9,19.6
19,Montgomery+AL,341,Newark+NJ,1029.9,15.4
19,Montgomery+AL,342,Trenton+NJ,966.4,15
19,Montgomery+AL,350,Albuquerque+NM,1292.4,19.4
19,Montgomery+AL,361,Albany+NY,1171.7,17.5
19,Montgomery+AL,362,Buffalo+NY,987.8,14.5
19,Montgomery+AL,363,Brooklyn+NY,1038.6,15.6
19,Montgomery+AL,364,Rochester+NY,1053.3,15.6
19,Montgomery+AL,369,Syracuse+NY,1122.8,16.8
19,Montgomery+AL,371,Charlotte+NC,404.1,6.3
19,Montgomery+AL,372,Kernersville+NC,486.5,6.8
19,Montgomery+AL,373,Cary+NC,561.1,8.2
19,Montgomery+AL,379,Asheville+NC,367.9,5.7
19,Montgomery+AL,380,Fargo+ND,1398,20.4
19,Montgomery+AL,391,Cincinnati+OH,554.4,8.3
19,Montgomery+AL,392,Cleveland+OH,804.1,12
19,Montgomery+AL,393,Columbus+OH,662.3,9.5
19,Montgomery+AL,394,Dayton+OH,606.5,8.8
19,Montgomery+AL,399,Toledo+OH,754.9,11.2
19,Montgomery+AL,401,Oklahoma+City+OK,791.9,11.7
19,Montgomery+AL,402,Tulsa+OK,727.3,10.8
19,Montgomery+AL,409,Lawton+OK,837.3,12.2
19,Montgomery+AL,411,Tigard+OR,2637.3,38.7
19,Montgomery+AL,419,Eugene+OR,2644.3,39.4
19,Montgomery+AL,421,Philadelphia+PA,936.6,14.5
19,Montgomery+AL,422,Pittsburgh+PA,840.2,12.5
19,Montgomery+AL,423,Levittown+PA,989.8,15
19,Montgomery+AL,429,Harrisburg+PA,883.5,12.6
19,Montgomery+AL,441,Providence+RI,1228.6,18.4
19,Montgomery+AL,451,Charleston+SC,462.6,7
19,Montgomery+AL,452,Greenville+SC,305.5,4.3
19,Montgomery+AL,459,Columbia+SC,369.7,5.8
19,Montgomery+AL,460,Sioux+Falls+SD,1197.1,17.4
19,Montgomery+AL,471,Memphis+TN,327.7,4.9
19,Montgomery+AL,472,Nashville+TN,281,4.2
19,Montgomery+AL,473,Knoxville+TN,343.8,4.8
19,Montgomery+AL,479,Chattanooga+TN,234.5,3.4
19,Montgomery+AL,481,Austin+TX,796.8,11.7
19,Montgomery+AL,482,Beaumont+TX,550.2,7.9
19,Montgomery+AL,483,Corpus+Christi+TX,841.6,12.4
19,Montgomery+AL,484,Arlington+TX,668.3,10.2
19,Montgomery+AL,485,El+Paso+TX,1282.9,18.4
19,Montgomery+AL,486,Houston+TX,633.2,8.7
19,Montgomery+AL,487,Laredo+TX,944,13.3
19,Montgomery+AL,488,Selma+TX,818.4,11.9
19,Montgomery+AL,489,Amarillo+TX,1050,15.5
19,Montgomery+AL,491,Lehi+UT,1866.2,27.4
19,Montgomery+AL,499,Ogden+UT,1901.5,28.1
19,Montgomery+AL,500,Burlington+VT,1311.9,20
19,Montgomery+AL,511,Richmond+VA,690.1,10.2
19,Montgomery+AL,512,Norfolk+VA,748.9,10.8
19,Montgomery+AL,513,Crystal+City+VA,798.7,12.4
19,Montgomery+AL,519,Charlottesville+VA,671.4,10.4
19,Montgomery+AL,531,Tukwila+WA,2673.7,39.3
19,Montgomery+AL,532,Vancouver+WA,2632.9,38.7
19,Montgomery+AL,539,Spokane+WA,2392.7,35
19,Montgomery+AL,540,Charleston+WV,651.3,9.7
19,Montgomery+AL,551,Greenfield+WI,845.6,11.8
19,Montgomery+AL,559,Madison+WI,902,13.1
19,Montgomery+AL,560,Wheatland+WY,1526.3,22.6
20,Anchorage+AK,11,Birmingham+AL,4236.4,69.1
20,Anchorage+AK,12,Mobile+AL,4350.6,71.8
20,Anchorage+AK,19,Montgomery+AL,4325.6,70.6
20,Anchorage+AK,20,Anchorage+AK,1135.7,21.4
20,Anchorage+AK,41,Phoenix+AZ,3613.2,60.2
20,Anchorage+AK,42,Tucson+AZ,3730.8,62
20,Anchorage+AK,49,Flagstaff+AZ,3493.2,58
20,Anchorage+AK,50,Little+Rock+AR,3948.8,65.1
20,Anchorage+AK,61,Compton+CA,3411.3,60
20,Anchorage+AK,62,Sacramento+CA,3012.9,54.2
20,Anchorage+AK,63,San+Diego+CA,3724.5,60.6
20,Anchorage+AK,64,Milbrae+CA,3080.2,55.2
20,Anchorage+AK,65,Fresno+CA,3183.9,56.8
20,Anchorage+AK,69,Bakersfield+CA,3297.3,58.3
20,Anchorage+AK,81,Denver+CO,3182.2,53.6
20,Anchorage+AK,89,Colorado+Springs+CO,3249.9,54.6
20,Anchorage+AK,91,Hartford+CT,4460.2,73.3
20,Anchorage+AK,92,Stamford+CT,4396.4,72.4
20,Anchorage+AK,99,New+Haven+CT,4437.2,73
20,Anchorage+AK,101,Wilmington+DE,4321.9,71.6
20,Anchorage+AK,109,Dover+DE,4352.1,72.1
20,Anchorage+AK,111,Washington+DC,4270.1,71
20,Anchorage+AK,121,Jacksonville+FL,4634.9,75.1
20,Anchorage+AK,122,North+Miami+FL,4943.8,79.3
20,Anchorage+AK,123,Deltona+FL,4747,76.6
20,Anchorage+AK,124,Tampa+FL,4745.2,76.6
20,Anchorage+AK,129,Tallahassee+FL,4534.8,74.3
20,Anchorage+AK,131,Atlanta+GA,4289.9,70.4
20,Anchorage+AK,132,Savannah+GA,4537.6,73.7
20,Anchorage+AK,139,Columbus+GA,4392.3,71.8
20,Anchorage+AK,160,Boise+ID,2701,49.6
20,Anchorage+AK,171,Chicago+IL,3571,60.2
20,Anchorage+AK,172,St.+Louis+MO,3720.9,62.3
20,Anchorage+AK,179,Bloomington+IL,3624,60.6
20,Anchorage+AK,181,Gary+IN,3600.5,60.8
20,Anchorage+AK,182,Indianapolis+IN,3753.6,62.5
20,Anchorage+AK,183,Fort+Wayne+IN,3731.6,63.1
20,Anchorage+AK,189,Terre+Haute+IN,3762.4,62.6
20,Anchorage+AK,190,Des+Moines+IA,3404.6,57.4
20,Anchorage+AK,201,Kansas+City+KS,3522,58.9
20,Anchorage+AK,202,Wichita+KS,3527.3,60.4
20,Anchorage+AK,209,Salina+KS,3441.4,59.2
20,Anchorage+AK,211,Covington+KY,3868.1,64.2
20,Anchorage+AK,212,Louisville+KY,3868,64.2
20,Anchorage+AK,219,Lexington+KY,3943.2,65.4
20,Anchorage+AK,221,Baton+Rouge+LA,4288.9,71.2
20,Anchorage+AK,222,Lake+Charles+LA,4257,71.1
20,Anchorage+AK,223,New+Orleans+LA,4382.6,71.7
20,Anchorage+AK,229,Shreveport+LA,4067.9,67.8
20,Anchorage+AK,230,Portland+ME,4650.9,76.2
20,Anchorage+AK,241,Baltimore+MD,4272,70.7
20,Anchorage+AK,242,Hyattsville+MD,4267.1,70.9
20,Anchorage+AK,249,La+Plata+MD,4306.4,71.8
20,Anchorage+AK,251,Boston+MA,4552.5,74.8
20,Anchorage+AK,259,Worcester+MA,4513.8,74.2
20,Anchorage+AK,261,Detroit+MI,3855.9,64
20,Anchorage+AK,262,Grand+Rapids+MI,3751,62.5
20,Anchorage+AK,269,Lansing+MI,3791.8,63.1
20,Anchorage+AK,271,Minneapolis+MN,3163,53.9
20,Anchorage+AK,279,Saint+Paul+MN,3172.2,54
20,Anchorage+AK,280,Jackson+MS,4196.9,68.8
20,Anchorage+AK,291,Kansas+City+MO,3525.5,59
20,Anchorage+AK,299,Springfield+MO,3690.8,61.5
20,Anchorage+AK,300,Billings+MT,2629.4,45.9
20,Anchorage+AK,311,Omaha+NE,3347.3,56.4
20,Anchorage+AK,319,Lincoln+NE,3397,57.1
20,Anchorage+AK,321,Las+Vegas+NV,3395.4,55.8
20,Anchorage+AK,329,Reno+NV,2965.3,54.1
20,Anchorage+AK,331,Manchester+NH,4587.6,75.3
20,Anchorage+AK,339,Concord+NH,4531.8,75.3
20,Anchorage+AK,341,Newark+NJ,4349.3,71.7
20,Anchorage+AK,342,Trenton+NJ,4348.9,71.6
20,Anchorage+AK,350,Albuquerque+NM,3550.5,60.3
20,Anchorage+AK,361,Albany+NY,4390.9,73
20,Anchorage+AK,362,Buffalo+NY,4102.2,68.3
20,Anchorage+AK,363,Brooklyn+NY,4382.8,72.6
20,Anchorage+AK,364,Rochester+NY,4171.2,69.3
20,Anchorage+AK,369,Syracuse+NY,4247.5,70.4
20,Anchorage+AK,371,Charlotte+NC,4326.4,71.2
20,Anchorage+AK,372,Kernersville+NC,4288,70.5
20,Anchorage+AK,373,Cary+NC,4374.9,71.7
20,Anchorage+AK,379,Asheville+NC,4224.3,69.4
20,Anchorage+AK,380,Fargo+ND,2932.7,50.6
20,Anchorage+AK,391,Cincinnati+OH,3866.7,64.2
20,Anchorage+AK,392,Cleveland+OH,3914.3,65.6
20,Anchorage+AK,393,Columbus+OH,3926.9,65
